"ISP (UTC)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"13/10/2024 07:00 - 13/10/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 07:00 - 13/10/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 08:00 - 13/10/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 08:00 - 13/10/2024 09:00","MBA|NO1","aFRR","40.00","38.48","0.00","0.00"
"13/10/2024 08:00 - 13/10/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 08:00 - 13/10/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 09:00 - 13/10/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 09:00 - 13/10/2024 10:00","MBA|NO1","aFRR","40.00","12.79","0.00","0.00"
"13/10/2024 09:00 - 13/10/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 09:00 - 13/10/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 10:00 - 13/10/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 10:00 - 13/10/2024 11:00","MBA|NO1","aFRR","40.00","3.58","0.00","0.00"
"13/10/2024 10:00 - 13/10/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 10:00 - 13/10/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 11:00 - 13/10/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 11:00 - 13/10/2024 12:00","MBA|NO1","aFRR","40.00","2.82","0.00","0.00"
"13/10/2024 11:00 - 13/10/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 11:00 - 13/10/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 12:00 - 13/10/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 12:00 - 13/10/2024 13:00","MBA|NO1","aFRR","40.00","33.82","0.00","0.00"
"13/10/2024 12:00 - 13/10/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 12:00 - 13/10/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 13:00 - 13/10/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 13:00 - 13/10/2024 14:00","MBA|NO1","aFRR","40.00","27.82","0.00","0.00"
"13/10/2024 13:00 - 13/10/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 13:00 - 13/10/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 14:00 - 13/10/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 14:00 - 13/10/2024 15:00","MBA|NO1","aFRR","40.00","9.63","0.00","0.00"
"13/10/2024 14:00 - 13/10/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 14:00 - 13/10/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 15:00 - 13/10/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 15:00 - 13/10/2024 16:00","MBA|NO1","aFRR","38.00","0.00","0.00","0.00"
"13/10/2024 15:00 - 13/10/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 15:00 - 13/10/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 16:00 - 13/10/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 16:00 - 13/10/2024 17:00","MBA|NO1","aFRR","40.00","9.02","0.00","0.00"
"13/10/2024 16:00 - 13/10/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 16:00 - 13/10/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 17:00 - 13/10/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 17:00 - 13/10/2024 18:00","MBA|NO1","aFRR","40.00","4.69","0.00","0.00"
"13/10/2024 17:00 - 13/10/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 17:00 - 13/10/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 18:00 - 13/10/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 18:00 - 13/10/2024 19:00","MBA|NO1","aFRR","14.00","0.00","0.00","0.00"
"13/10/2024 18:00 - 13/10/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 18:00 - 13/10/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 19:00 - 13/10/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 19:00 - 13/10/2024 20:00","MBA|NO1","aFRR","40.00","0.00","0.00","0.00"
"13/10/2024 19:00 - 13/10/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 19:00 - 13/10/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 20:00 - 13/10/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 20:00 - 13/10/2024 21:00","MBA|NO1","aFRR","15.00","5.28","0.00","0.00"
"13/10/2024 20:00 - 13/10/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 20:00 - 13/10/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 21:00 - 13/10/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 21:00 - 13/10/2024 22:00","MBA|NO1","aFRR","40.00","0.00","0.00","0.00"
"13/10/2024 21:00 - 13/10/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 21:00 - 13/10/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 22:00 - 13/10/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 22:00 - 13/10/2024 23:00","MBA|NO1","aFRR","0.00","0.00","15.00","10.36"
"13/10/2024 22:00 - 13/10/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 22:00 - 13/10/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/10/2024 23:00 - 14/10/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/10/2024 23:00 - 14/10/2024 00:00","MBA|NO1","aFRR","0.00","0.00","15.00","14.57"
"13/10/2024 23:00 - 14/10/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/10/2024 23:00 - 14/10/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 00:00 - 14/10/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 00:00 - 14/10/2024 01:00","MBA|NO1","aFRR","0.00","0.00","15.00","9.67"
"14/10/2024 00:00 - 14/10/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 00:00 - 14/10/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 01:00 - 14/10/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 01:00 - 14/10/2024 02:00","MBA|NO1","aFRR","0.00","0.00","15.00","9.17"
"14/10/2024 01:00 - 14/10/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 01:00 - 14/10/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 02:00 - 14/10/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 02:00 - 14/10/2024 03:00","MBA|NO1","aFRR","0.00","0.00","15.00","14.33"
"14/10/2024 02:00 - 14/10/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 02:00 - 14/10/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 03:00 - 14/10/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 03:00 - 14/10/2024 04:00","MBA|NO1","aFRR","19.00","0.00","15.00","7.92"
"14/10/2024 03:00 - 14/10/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 03:00 - 14/10/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 04:00 - 14/10/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 04:00 - 14/10/2024 05:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.48"
"14/10/2024 04:00 - 14/10/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 04:00 - 14/10/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 05:00 - 14/10/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 05:00 - 14/10/2024 06:00","MBA|NO1","aFRR","0.00","0.00","15.00","1.00"
"14/10/2024 05:00 - 14/10/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 05:00 - 14/10/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 06:00 - 14/10/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 06:00 - 14/10/2024 07:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.37"
"14/10/2024 06:00 - 14/10/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 06:00 - 14/10/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 07:00 - 14/10/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 07:00 - 14/10/2024 08:00","MBA|NO1","aFRR","25.00","2.06","30.00","19.35"
"14/10/2024 07:00 - 14/10/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 07:00 - 14/10/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 08:00 - 14/10/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 08:00 - 14/10/2024 09:00","MBA|NO1","aFRR","0.00","0.00","15.00","7.82"
"14/10/2024 08:00 - 14/10/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 08:00 - 14/10/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 09:00 - 14/10/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 09:00 - 14/10/2024 10:00","MBA|NO1","aFRR","0.00","0.00","15.00","14.62"
"14/10/2024 09:00 - 14/10/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 09:00 - 14/10/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 10:00 - 14/10/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 10:00 - 14/10/2024 11:00","MBA|NO1","aFRR","0.00","0.00","15.00","10.60"
"14/10/2024 10:00 - 14/10/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 10:00 - 14/10/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 11:00 - 14/10/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 11:00 - 14/10/2024 12:00","MBA|NO1","aFRR","0.00","0.00","15.00","9.06"
"14/10/2024 11:00 - 14/10/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 11:00 - 14/10/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 12:00 - 14/10/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 12:00 - 14/10/2024 13:00","MBA|NO1","aFRR","0.00","0.00","15.00","10.36"
"14/10/2024 12:00 - 14/10/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 12:00 - 14/10/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 13:00 - 14/10/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 13:00 - 14/10/2024 14:00","MBA|NO1","aFRR","0.00","0.00","15.00","14.23"
"14/10/2024 13:00 - 14/10/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 13:00 - 14/10/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 14:00 - 14/10/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 14:00 - 14/10/2024 15:00","MBA|NO1","aFRR","0.00","0.00","15.00","12.18"
"14/10/2024 14:00 - 14/10/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 14:00 - 14/10/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 15:00 - 14/10/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 15:00 - 14/10/2024 16:00","MBA|NO1","aFRR","0.00","0.00","15.00","2.07"
"14/10/2024 15:00 - 14/10/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 15:00 - 14/10/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 16:00 - 14/10/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 16:00 - 14/10/2024 17:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.00"
"14/10/2024 16:00 - 14/10/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 16:00 - 14/10/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 17:00 - 14/10/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 17:00 - 14/10/2024 18:00","MBA|NO1","aFRR","25.00","8.98","15.00","5.46"
"14/10/2024 17:00 - 14/10/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 17:00 - 14/10/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 18:00 - 14/10/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 18:00 - 14/10/2024 19:00","MBA|NO1","aFRR","0.00","0.00","15.00","11.83"
"14/10/2024 18:00 - 14/10/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 18:00 - 14/10/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 19:00 - 14/10/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 19:00 - 14/10/2024 20:00","MBA|NO1","aFRR","0.00","0.00","15.00","8.90"
"14/10/2024 19:00 - 14/10/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 19:00 - 14/10/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 20:00 - 14/10/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 20:00 - 14/10/2024 21:00","MBA|NO1","aFRR","0.00","0.00","30.00","20.06"
"14/10/2024 20:00 - 14/10/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 20:00 - 14/10/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 21:00 - 14/10/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 21:00 - 14/10/2024 22:00","MBA|NO1","aFRR","0.00","0.00","15.00","11.62"
"14/10/2024 21:00 - 14/10/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 21:00 - 14/10/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 22:00 - 14/10/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 22:00 - 14/10/2024 23:00","MBA|NO1","aFRR","0.00","0.00","15.00","13.91"
"14/10/2024 22:00 - 14/10/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 22:00 - 14/10/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/10/2024 23:00 - 15/10/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/10/2024 23:00 - 15/10/2024 00:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"14/10/2024 23:00 - 15/10/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/10/2024 23:00 - 15/10/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 00:00 - 15/10/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 00:00 - 15/10/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"15/10/2024 00:00 - 15/10/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 00:00 - 15/10/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 01:00 - 15/10/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 01:00 - 15/10/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"15/10/2024 01:00 - 15/10/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 01:00 - 15/10/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 02:00 - 15/10/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 02:00 - 15/10/2024 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"15/10/2024 02:00 - 15/10/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 02:00 - 15/10/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 03:00 - 15/10/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 03:00 - 15/10/2024 04:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.81"
"15/10/2024 03:00 - 15/10/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 03:00 - 15/10/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 04:00 - 15/10/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 04:00 - 15/10/2024 05:00","MBA|NO1","aFRR","0.00","0.00","15.00","4.70"
"15/10/2024 04:00 - 15/10/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 04:00 - 15/10/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 05:00 - 15/10/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 05:00 - 15/10/2024 06:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.05"
"15/10/2024 05:00 - 15/10/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 05:00 - 15/10/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 06:00 - 15/10/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 06:00 - 15/10/2024 07:00","MBA|NO1","aFRR","0.00","0.00","15.00","6.40"
"15/10/2024 06:00 - 15/10/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 06:00 - 15/10/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 07:00 - 15/10/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 07:00 - 15/10/2024 08:00","MBA|NO1","aFRR","22.00","0.00","15.00","12.53"
"15/10/2024 07:00 - 15/10/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 07:00 - 15/10/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 08:00 - 15/10/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 08:00 - 15/10/2024 09:00","MBA|NO1","aFRR","0.00","0.00","15.00","5.24"
"15/10/2024 08:00 - 15/10/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 08:00 - 15/10/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 09:00 - 15/10/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 09:00 - 15/10/2024 10:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.01"
"15/10/2024 09:00 - 15/10/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 09:00 - 15/10/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 10:00 - 15/10/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 10:00 - 15/10/2024 11:00","MBA|NO1","aFRR","0.00","0.00","15.00","4.57"
"15/10/2024 10:00 - 15/10/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 10:00 - 15/10/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 11:00 - 15/10/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 11:00 - 15/10/2024 12:00","MBA|NO1","aFRR","0.00","0.00","15.00","11.70"
"15/10/2024 11:00 - 15/10/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 11:00 - 15/10/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 12:00 - 15/10/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 12:00 - 15/10/2024 13:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.68"
"15/10/2024 12:00 - 15/10/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 12:00 - 15/10/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 13:00 - 15/10/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 13:00 - 15/10/2024 14:00","MBA|NO1","aFRR","0.00","0.00","15.00","8.19"
"15/10/2024 13:00 - 15/10/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 13:00 - 15/10/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 14:00 - 15/10/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 14:00 - 15/10/2024 15:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.00"
"15/10/2024 14:00 - 15/10/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 14:00 - 15/10/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 15:00 - 15/10/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 15:00 - 15/10/2024 16:00","MBA|NO1","aFRR","0.00","0.00","15.00","7.74"
"15/10/2024 15:00 - 15/10/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 15:00 - 15/10/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 16:00 - 15/10/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 16:00 - 15/10/2024 17:00","MBA|NO1","aFRR","0.00","0.00","15.00","2.47"
"15/10/2024 16:00 - 15/10/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 16:00 - 15/10/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 17:00 - 15/10/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 17:00 - 15/10/2024 18:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.18"
"15/10/2024 17:00 - 15/10/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 17:00 - 15/10/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 18:00 - 15/10/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 18:00 - 15/10/2024 19:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.43"
"15/10/2024 18:00 - 15/10/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 18:00 - 15/10/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 19:00 - 15/10/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 19:00 - 15/10/2024 20:00","MBA|NO1","aFRR","0.00","0.00","30.00","0.03"
"15/10/2024 19:00 - 15/10/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 19:00 - 15/10/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 20:00 - 15/10/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 20:00 - 15/10/2024 21:00","MBA|NO1","aFRR","0.00","0.00","15.00","6.63"
"15/10/2024 20:00 - 15/10/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 20:00 - 15/10/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 21:00 - 15/10/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 21:00 - 15/10/2024 22:00","MBA|NO1","aFRR","0.00","0.00","15.00","6.62"
"15/10/2024 21:00 - 15/10/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 21:00 - 15/10/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 22:00 - 15/10/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/10/2024 22:00 - 15/10/2024 23:00","MBA|NO1","aFRR","15.00","0.00","15.00","13.89"
"15/10/2024 22:00 - 15/10/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/10/2024 22:00 - 15/10/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/10/2024 23:00 - 16/10/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
