"ISP (UTC)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"03/01/2024 14:00 - 03/01/2024 15:00","MBA|NO1","aFRR","0.00","0.00","60.00","23.41"
"03/01/2024 14:00 - 03/01/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"03/01/2024 14:00 - 03/01/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"03/01/2024 15:00 - 03/01/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"03/01/2024 15:00 - 03/01/2024 16:00","MBA|NO1","aFRR","0.00","0.00","60.00","15.06"
"03/01/2024 15:00 - 03/01/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"03/01/2024 15:00 - 03/01/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"03/01/2024 16:00 - 03/01/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"03/01/2024 16:00 - 03/01/2024 17:00","MBA|NO1","aFRR","0.00","0.00","60.00","3.49"
"03/01/2024 16:00 - 03/01/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"03/01/2024 16:00 - 03/01/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"03/01/2024 17:00 - 03/01/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"03/01/2024 17:00 - 03/01/2024 18:00","MBA|NO1","aFRR","0.00","0.00","60.00","1.95"
"03/01/2024 17:00 - 03/01/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"03/01/2024 17:00 - 03/01/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"03/01/2024 18:00 - 03/01/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"03/01/2024 18:00 - 03/01/2024 19:00","MBA|NO1","aFRR","0.00","0.00","43.00","23.54"
"03/01/2024 18:00 - 03/01/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"03/01/2024 18:00 - 03/01/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"03/01/2024 19:00 - 03/01/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"03/01/2024 19:00 - 03/01/2024 20:00","MBA|NO1","aFRR","0.00","0.00","33.00","27.96"
"03/01/2024 19:00 - 03/01/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"03/01/2024 19:00 - 03/01/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"03/01/2024 20:00 - 03/01/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"03/01/2024 20:00 - 03/01/2024 21:00","MBA|NO1","aFRR","0.00","0.00","51.00","11.91"
"03/01/2024 20:00 - 03/01/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"03/01/2024 20:00 - 03/01/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"03/01/2024 21:00 - 03/01/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"03/01/2024 21:00 - 03/01/2024 22:00","MBA|NO1","aFRR","0.00","0.00","56.00","29.50"
"03/01/2024 21:00 - 03/01/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"03/01/2024 21:00 - 03/01/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"03/01/2024 22:00 - 03/01/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"03/01/2024 22:00 - 03/01/2024 23:00","MBA|NO1","aFRR","0.00","0.00","60.00","43.23"
"03/01/2024 22:00 - 03/01/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"03/01/2024 22:00 - 03/01/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"03/01/2024 23:00 - 04/01/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"03/01/2024 23:00 - 04/01/2024 00:00","MBA|NO1","aFRR","0.00","0.00","18.00","1.38"
"03/01/2024 23:00 - 04/01/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"03/01/2024 23:00 - 04/01/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 00:00 - 04/01/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 00:00 - 04/01/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.04"
"04/01/2024 00:00 - 04/01/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 00:00 - 04/01/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 01:00 - 04/01/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 01:00 - 04/01/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"04/01/2024 01:00 - 04/01/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 01:00 - 04/01/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 02:00 - 04/01/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 02:00 - 04/01/2024 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"04/01/2024 02:00 - 04/01/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 02:00 - 04/01/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 03:00 - 04/01/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 03:00 - 04/01/2024 04:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"04/01/2024 03:00 - 04/01/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 03:00 - 04/01/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 04:00 - 04/01/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 04:00 - 04/01/2024 05:00","MBA|NO1","aFRR","0.00","0.00","60.00","26.22"
"04/01/2024 04:00 - 04/01/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 04:00 - 04/01/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 05:00 - 04/01/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 05:00 - 04/01/2024 06:00","MBA|NO1","aFRR","0.00","0.00","60.00","28.97"
"04/01/2024 05:00 - 04/01/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 05:00 - 04/01/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 06:00 - 04/01/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 06:00 - 04/01/2024 07:00","MBA|NO1","aFRR","0.00","0.00","48.00","16.13"
"04/01/2024 06:00 - 04/01/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 06:00 - 04/01/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 07:00 - 04/01/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 07:00 - 04/01/2024 08:00","MBA|NO1","aFRR","0.00","0.00","60.00","50.42"
"04/01/2024 07:00 - 04/01/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 07:00 - 04/01/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 08:00 - 04/01/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 08:00 - 04/01/2024 09:00","MBA|NO1","aFRR","0.00","0.00","30.00","14.66"
"04/01/2024 08:00 - 04/01/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 08:00 - 04/01/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 09:00 - 04/01/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 09:00 - 04/01/2024 10:00","MBA|NO1","aFRR","0.00","0.00","8.00","0.01"
"04/01/2024 09:00 - 04/01/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 09:00 - 04/01/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 10:00 - 04/01/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 10:00 - 04/01/2024 11:00","MBA|NO1","aFRR","0.00","0.00","3.00","2.75"
"04/01/2024 10:00 - 04/01/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 10:00 - 04/01/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 11:00 - 04/01/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 11:00 - 04/01/2024 12:00","MBA|NO1","aFRR","0.00","0.00","25.00","23.75"
"04/01/2024 11:00 - 04/01/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 11:00 - 04/01/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 12:00 - 04/01/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 12:00 - 04/01/2024 13:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.08"
"04/01/2024 12:00 - 04/01/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 12:00 - 04/01/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 13:00 - 04/01/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 13:00 - 04/01/2024 14:00","MBA|NO1","aFRR","0.00","0.00","30.00","0.00"
"04/01/2024 13:00 - 04/01/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 13:00 - 04/01/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 14:00 - 04/01/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 14:00 - 04/01/2024 15:00","MBA|NO1","aFRR","0.00","0.00","30.00","4.44"
"04/01/2024 14:00 - 04/01/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 14:00 - 04/01/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 15:00 - 04/01/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 15:00 - 04/01/2024 16:00","MBA|NO1","aFRR","0.00","0.00","60.00","3.25"
"04/01/2024 15:00 - 04/01/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 15:00 - 04/01/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 16:00 - 04/01/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 16:00 - 04/01/2024 17:00","MBA|NO1","aFRR","0.00","0.00","60.00","25.68"
"04/01/2024 16:00 - 04/01/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 16:00 - 04/01/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 17:00 - 04/01/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 17:00 - 04/01/2024 18:00","MBA|NO1","aFRR","0.00","0.00","60.00","14.33"
"04/01/2024 17:00 - 04/01/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 17:00 - 04/01/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 18:00 - 04/01/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 18:00 - 04/01/2024 19:00","MBA|NO1","aFRR","0.00","0.00","60.00","7.01"
"04/01/2024 18:00 - 04/01/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 18:00 - 04/01/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 19:00 - 04/01/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 19:00 - 04/01/2024 20:00","MBA|NO1","aFRR","0.00","0.00","60.00","21.15"
"04/01/2024 19:00 - 04/01/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 19:00 - 04/01/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 20:00 - 04/01/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 20:00 - 04/01/2024 21:00","MBA|NO1","aFRR","0.00","0.00","60.00","43.41"
"04/01/2024 20:00 - 04/01/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 20:00 - 04/01/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 21:00 - 04/01/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 21:00 - 04/01/2024 22:00","MBA|NO1","aFRR","0.00","0.00","60.00","57.94"
"04/01/2024 21:00 - 04/01/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 21:00 - 04/01/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 22:00 - 04/01/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 22:00 - 04/01/2024 23:00","MBA|NO1","aFRR","0.00","0.00","44.00","11.94"
"04/01/2024 22:00 - 04/01/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 22:00 - 04/01/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"04/01/2024 23:00 - 05/01/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"04/01/2024 23:00 - 05/01/2024 00:00","MBA|NO1","aFRR","0.00","0.00","19.00","11.18"
"04/01/2024 23:00 - 05/01/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"04/01/2024 23:00 - 05/01/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 00:00 - 05/01/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 00:00 - 05/01/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.15"
"05/01/2024 00:00 - 05/01/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 00:00 - 05/01/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 01:00 - 05/01/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 01:00 - 05/01/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"05/01/2024 01:00 - 05/01/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 01:00 - 05/01/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 02:00 - 05/01/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 02:00 - 05/01/2024 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"05/01/2024 02:00 - 05/01/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 02:00 - 05/01/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 03:00 - 05/01/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 03:00 - 05/01/2024 04:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"05/01/2024 03:00 - 05/01/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 03:00 - 05/01/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 04:00 - 05/01/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 04:00 - 05/01/2024 05:00","MBA|NO1","aFRR","0.00","0.00","60.00","29.79"
"05/01/2024 04:00 - 05/01/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 04:00 - 05/01/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 05:00 - 05/01/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 05:00 - 05/01/2024 06:00","MBA|NO1","aFRR","1.00","0.62","60.00","5.64"
"05/01/2024 05:00 - 05/01/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 05:00 - 05/01/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 06:00 - 05/01/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 06:00 - 05/01/2024 07:00","MBA|NO1","aFRR","0.00","0.00","60.00","28.49"
"05/01/2024 06:00 - 05/01/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 06:00 - 05/01/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 07:00 - 05/01/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 07:00 - 05/01/2024 08:00","MBA|NO1","aFRR","15.00","0.96","60.00","46.74"
"05/01/2024 07:00 - 05/01/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 07:00 - 05/01/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 08:00 - 05/01/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 08:00 - 05/01/2024 09:00","MBA|NO1","aFRR","15.00","7.16","60.00","9.51"
"05/01/2024 08:00 - 05/01/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 08:00 - 05/01/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 09:00 - 05/01/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 09:00 - 05/01/2024 10:00","MBA|NO1","aFRR","15.00","15.00","60.00","0.00"
"05/01/2024 09:00 - 05/01/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 09:00 - 05/01/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 10:00 - 05/01/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 10:00 - 05/01/2024 11:00","MBA|NO1","aFRR","15.00","6.37","60.00","11.63"
"05/01/2024 10:00 - 05/01/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 10:00 - 05/01/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 11:00 - 05/01/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 11:00 - 05/01/2024 12:00","MBA|NO1","aFRR","12.00","0.00","60.00","59.23"
"05/01/2024 11:00 - 05/01/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 11:00 - 05/01/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 12:00 - 05/01/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 12:00 - 05/01/2024 13:00","MBA|NO1","aFRR","12.00","0.00","60.00","53.61"
"05/01/2024 12:00 - 05/01/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 12:00 - 05/01/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 13:00 - 05/01/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 13:00 - 05/01/2024 14:00","MBA|NO1","aFRR","12.00","0.00","60.00","40.77"
"05/01/2024 13:00 - 05/01/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 13:00 - 05/01/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 14:00 - 05/01/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 14:00 - 05/01/2024 15:00","MBA|NO1","aFRR","14.00","0.00","60.00","33.51"
"05/01/2024 14:00 - 05/01/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 14:00 - 05/01/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 15:00 - 05/01/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 15:00 - 05/01/2024 16:00","MBA|NO1","aFRR","15.00","0.00","60.00","43.85"
"05/01/2024 15:00 - 05/01/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 15:00 - 05/01/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 16:00 - 05/01/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 16:00 - 05/01/2024 17:00","MBA|NO1","aFRR","15.00","0.00","60.00","53.84"
"05/01/2024 16:00 - 05/01/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 16:00 - 05/01/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 17:00 - 05/01/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 17:00 - 05/01/2024 18:00","MBA|NO1","aFRR","15.00","0.00","60.00","58.50"
"05/01/2024 17:00 - 05/01/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 17:00 - 05/01/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 18:00 - 05/01/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 18:00 - 05/01/2024 19:00","MBA|NO1","aFRR","15.00","0.00","60.00","48.03"
"05/01/2024 18:00 - 05/01/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 18:00 - 05/01/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 19:00 - 05/01/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 19:00 - 05/01/2024 20:00","MBA|NO1","aFRR","15.00","1.13","60.00","27.12"
"05/01/2024 19:00 - 05/01/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 19:00 - 05/01/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 20:00 - 05/01/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 20:00 - 05/01/2024 21:00","MBA|NO1","aFRR","14.00","2.16","60.00","15.38"
"05/01/2024 20:00 - 05/01/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 20:00 - 05/01/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 21:00 - 05/01/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 21:00 - 05/01/2024 22:00","MBA|NO1","aFRR","0.00","0.06","60.00","13.68"
"05/01/2024 21:00 - 05/01/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 21:00 - 05/01/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 22:00 - 05/01/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 22:00 - 05/01/2024 23:00","MBA|NO1","aFRR","0.00","0.00","60.00","4.81"
"05/01/2024 22:00 - 05/01/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 22:00 - 05/01/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"05/01/2024 23:00 - 06/01/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"05/01/2024 23:00 - 06/01/2024 00:00","MBA|NO1","aFRR","0.00","0.00","30.00","4.36"
"05/01/2024 23:00 - 06/01/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"05/01/2024 23:00 - 06/01/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"06/01/2024 00:00 - 06/01/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"06/01/2024 00:00 - 06/01/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.20"
"06/01/2024 00:00 - 06/01/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"06/01/2024 00:00 - 06/01/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"06/01/2024 01:00 - 06/01/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"06/01/2024 01:00 - 06/01/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"06/01/2024 01:00 - 06/01/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"06/01/2024 01:00 - 06/01/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"06/01/2024 02:00 - 06/01/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"06/01/2024 02:00 - 06/01/2024 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"06/01/2024 02:00 - 06/01/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"06/01/2024 02:00 - 06/01/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"06/01/2024 03:00 - 06/01/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"06/01/2024 03:00 - 06/01/2024 04:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"06/01/2024 03:00 - 06/01/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"06/01/2024 03:00 - 06/01/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"06/01/2024 04:00 - 06/01/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"06/01/2024 04:00 - 06/01/2024 05:00","MBA|NO1","aFRR","0.00","0.00","59.00","18.71"
"06/01/2024 04:00 - 06/01/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"06/01/2024 04:00 - 06/01/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"06/01/2024 05:00 - 06/01/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"06/01/2024 05:00 - 06/01/2024 06:00","MBA|NO1","aFRR","0.00","0.00","51.00","48.05"
"06/01/2024 05:00 - 06/01/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"06/01/2024 05:00 - 06/01/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
