Delivery Start (CET);Delivery End (CET);NO2 Fossil Gas (MW);NO2 Hydro Pumped Storage (MW);NO2 Hydro Run Of River And Poundage (MW);NO2 Hydro Water Reservoir (MW);NO2 Waste (MW);NO2 Wind Offshore (MW);NO2 Wind Onshore (MW);NO2 Total (MW)
04.11.2025 11:15:00;04.11.2025 11:30:00;6.62;123.78;1048.04;2478.19;5.24;4.4;768.12;4434.39
04.11.2025 11:30:00;04.11.2025 11:45:00;7.14;123.78;1044.68;2365.35;5.12;4.4;754.17;4304.64
04.11.2025 11:45:00;04.11.2025 12:00:00;7.16;123.78;1041.17;2330.58;5.05;4.4;766.43;4278.57
04.11.2025 12:00:00;04.11.2025 12:15:00;7.32;123.78;1025.5;2233.5;5.04;4.3;761.82;4161.26
04.11.2025 12:15:00;04.11.2025 12:30:00;6.77;123.78;1024.95;2307.77;5.01;4.3;705.09;4177.67
04.11.2025 12:30:00;04.11.2025 12:45:00;6.56;123.78;1022.25;2368.82;5;4.3;677.51;4208.22
04.11.2025 12:45:00;04.11.2025 13:00:00;6.09;123.78;1030.27;2553.82;5.01;4.3;647.12;4370.39
04.11.2025 13:00:00;04.11.2025 13:15:00;6.28;123.78;1025.67;2551.4;5;4.2;630.78;4347.11
04.11.2025 13:15:00;04.11.2025 13:30:00;6.38;123.78;1028.81;2714.32;5;4.2;637.84;4520.33
04.11.2025 13:30:00;04.11.2025 13:45:00;6.27;123.78;1029.7;2880.7;5;4.2;635.7;4685.35
04.11.2025 13:45:00;04.11.2025 14:00:00;6.26;73.79;1027.57;2953.8;5.03;4.2;636.2;4706.85
04.11.2025 14:00:00;04.11.2025 14:15:00;6.75;78.92;1029.42;2986.57;5;4;647.15;4757.81
04.11.2025 14:15:00;04.11.2025 14:30:00;6.74;80.8;1030.92;3112.54;5;4;644.23;4884.23
04.11.2025 14:30:00;04.11.2025 14:45:00;6.61;81.17;1031.41;3329.81;5;4;630.37;5088.37
04.11.2025 14:45:00;04.11.2025 15:00:00;7.41;81.27;1032.71;3458.74;5;4;511.32;5100.45
04.11.2025 15:00:00;04.11.2025 15:15:00;8.43;83.2;1039.25;3406.23;5;3.9;433.87;4979.88
04.11.2025 15:15:00;04.11.2025 15:30:00;8.41;117.11;1047.9;3607.24;5;3.9;375.89;5165.45
04.11.2025 15:30:00;04.11.2025 15:45:00;8.08;123.12;1046.02;3652.28;5;3.9;349.26;5187.66
04.11.2025 15:45:00;04.11.2025 16:00:00;7.79;115.14;1044.56;3792.4;5;3.9;341.53;5310.32
04.11.2025 16:00:00;04.11.2025 16:15:00;7.53;123.34;1046.82;3952.03;5;3.9;365.38;5504
04.11.2025 16:15:00;04.11.2025 16:30:00;7.65;188.07;1045.27;3966.41;5;3.9;416.64;5632.94
04.11.2025 16:30:00;04.11.2025 16:45:00;7.88;173.42;1048.78;3999.43;5;3.9;384.06;5622.47
04.11.2025 16:45:00;04.11.2025 17:00:00;8.16;153.92;1048.05;4041.69;5;3.9;393.56;5654.28
04.11.2025 17:00:00;04.11.2025 17:15:00;8.05;202.5;1048.91;4710.97;5;3.7;369.86;6348.99
04.11.2025 17:15:00;04.11.2025 17:30:00;7.92;214.87;1051.24;5102.38;5;3.7;394.02;6779.13
04.11.2025 17:30:00;04.11.2025 17:45:00;7.55;207.46;1051.53;5014.51;5;3.7;412.67;6702.42
04.11.2025 17:45:00;04.11.2025 18:00:00;7.46;201.12;1052.31;4923.91;5;3.7;386.7;6580.2
04.11.2025 18:00:00;04.11.2025 18:15:00;8.29;191.78;1047.74;4845.84;5;3.6;383.83;6486.08
04.11.2025 18:15:00;04.11.2025 18:30:00;8.36;188;1045.09;4801.73;5;3.6;390.85;6442.63
04.11.2025 18:30:00;04.11.2025 18:45:00;7.79;175.92;1043.73;4727.74;5;3.6;399.88;6363.66
04.11.2025 18:45:00;04.11.2025 19:00:00;5.99;152.62;1048.01;4608.5;5;3.6;397.82;6221.54
04.11.2025 19:00:00;04.11.2025 19:15:00;5.74;187.47;1045.15;4575.01;5;3.5;353.08;6174.95
04.11.2025 19:15:00;04.11.2025 19:30:00;5.62;191.39;1040.83;4548.97;5;3.5;337.89;6133.2
04.11.2025 19:30:00;04.11.2025 19:45:00;7.73;174.04;1040.78;4487.55;5;3.5;360.96;6079.56
04.11.2025 19:45:00;04.11.2025 20:00:00;8.51;172.83;1039.51;4477.21;5;3.5;383.68;6090.24
04.11.2025 20:00:00;04.11.2025 20:15:00;8.52;192.48;1041.65;4596.71;5;3.3;411.94;6259.6
04.11.2025 20:15:00;04.11.2025 20:30:00;8.31;192.58;1042.51;4436.97;5;3.3;448.16;6136.83
04.11.2025 20:30:00;04.11.2025 20:45:00;8.19;192.96;1041.78;4371.45;5;3.3;499.61;6122.29
04.11.2025 20:45:00;04.11.2025 21:00:00;7.87;188.9;1042.42;4341.12;5;3.3;542.45;6131.06
04.11.2025 21:00:00;04.11.2025 21:15:00;7.94;185.2;1039.59;4299.24;5;3.2;568.97;6109.14
04.11.2025 21:15:00;04.11.2025 21:30:00;7.76;178.95;1042.34;4229.26;5;3.2;606.09;6072.6
04.11.2025 21:30:00;04.11.2025 21:45:00;7.9;123.78;1047.24;4221.36;5;3.2;672.72;6081.2
04.11.2025 21:45:00;04.11.2025 22:00:00;8.06;89.46;1046.04;4137.4;5;3.2;745.67;6034.83
04.11.2025 22:00:00;04.11.2025 22:15:00;8.05;119.2;1046.5;4027.54;5;3;790.73;6000.02
04.11.2025 22:15:00;04.11.2025 22:30:00;7.94;84.33;1045.33;3896.62;5;3;812.65;5854.87
04.11.2025 22:30:00;04.11.2025 22:45:00;7.72;81.78;1046.11;3920.32;5;3;819.51;5883.44
04.11.2025 22:45:00;04.11.2025 23:00:00;7.34;81.03;1046.71;3792.79;5;3;823.41;5759.28
04.11.2025 23:00:00;04.11.2025 23:15:00;7.07;79.33;1037.63;3499.1;5;3.4;842.42;5473.95
04.11.2025 23:15:00;04.11.2025 23:30:00;7.59;81.13;1037.98;3491.23;5;3.4;862.86;5489.19
04.11.2025 23:30:00;04.11.2025 23:45:00;7.56;82.06;1041.62;3440.57;5;3.4;865.47;5445.68
04.11.2025 23:45:00;05.11.2025 00:00:00;7.62;82.91;1039.46;3198.81;4.72;3.4;853.61;5190.53
05.11.2025 00:00:00;05.11.2025 00:15:00;7;81.14;1054.59;3387.46;4.78;3.7;815.25;5353.92
05.11.2025 00:15:00;05.11.2025 00:30:00;6.9;81.14;1055.45;3266.35;4.89;3.7;807.29;5225.72
05.11.2025 00:30:00;05.11.2025 00:45:00;5.62;81.14;1052.29;3307.01;4.93;3.7;795.62;5250.31
05.11.2025 00:45:00;05.11.2025 01:00:00;5.76;81.14;1051.75;3062.71;4.79;3.7;744.15;4954
05.11.2025 01:00:00;05.11.2025 01:15:00;7.18;81.14;1052.03;2837.24;4.61;3.6;670.98;4656.78
05.11.2025 01:15:00;05.11.2025 01:30:00;7.5;81.14;1051.73;2746.61;4.58;3.6;650.12;4545.28
05.11.2025 01:30:00;05.11.2025 01:45:00;7.48;81.14;1050.45;2666.44;4.63;3.6;679.64;4493.38
05.11.2025 01:45:00;05.11.2025 02:00:00;6.8;81.14;1049.68;2650.44;4.87;3.6;655.34;4451.87
05.11.2025 02:00:00;05.11.2025 02:15:00;6.88;81.14;1050.97;2674.1;5.06;3.4;631.09;4452.64
05.11.2025 02:15:00;05.11.2025 02:30:00;6.52;81.14;1050.47;2713.78;5.1;3.4;607.72;4468.13
05.11.2025 02:30:00;05.11.2025 02:45:00;6.6;81.14;1051.49;2723.37;5.08;3.4;573.28;4444.36
05.11.2025 02:45:00;05.11.2025 03:00:00;7.26;81.14;1053.38;2727.11;5.13;3.4;518.86;4396.28
05.11.2025 03:00:00;05.11.2025 03:15:00;7.58;81.14;1061.76;2764.71;5.27;3.2;472.99;4396.65
05.11.2025 03:15:00;05.11.2025 03:30:00;7.17;81.14;1060.4;2777.95;5.33;3.2;450.85;4386.04
05.11.2025 03:30:00;05.11.2025 03:45:00;6.79;81.14;1060.74;2806.33;5.28;3.2;422;4385.48
05.11.2025 03:45:00;05.11.2025 04:00:00;6.89;81.14;1060.02;2823.53;5.18;3.2;401.61;4381.57
05.11.2025 04:00:00;05.11.2025 04:15:00;6.67;81.14;1059.42;2771.98;5.18;2.8;360.44;4287.63
05.11.2025 04:15:00;05.11.2025 04:30:00;6.66;81.14;1059.99;2785.96;5.11;2.8;400;4341.66
05.11.2025 04:30:00;05.11.2025 04:45:00;6.83;81.14;1059.9;2912.62;5.1;2.8;431.35;4499.74
05.11.2025 04:45:00;05.11.2025 05:00:00;7.14;81.14;1060.77;2941.92;5.16;2.8;400.94;4499.87
05.11.2025 05:00:00;05.11.2025 05:15:00;7.25;57.22;1053.33;2971.73;5.09;2.5;417.24;4514.36
05.11.2025 05:15:00;05.11.2025 05:30:00;7.02;59.61;1053.72;3203.41;5.19;2.5;384.97;4716.42
05.11.2025 05:30:00;05.11.2025 05:45:00;7.13;59.66;1054.85;3346.65;5.18;2.5;351.67;4827.64
05.11.2025 05:45:00;05.11.2025 06:00:00;6.97;59.37;1047.55;3293.17;5.09;2.5;290.66;4705.31
05.11.2025 06:00:00;05.11.2025 06:15:00;7.25;59.69;1047.35;3466.95;5.07;2.7;259.73;4848.74
05.11.2025 06:15:00;05.11.2025 06:30:00;7.44;59.37;1046.29;3713.57;5.02;2.7;266.23;5100.62
05.11.2025 06:30:00;05.11.2025 06:45:00;7.59;59.66;1047.49;3951.83;5;2.7;271.27;5345.54
05.11.2025 06:45:00;05.11.2025 07:00:00;7.51;60.01;1046.39;3817.59;5;2.7;271.99;5211.19
05.11.2025 07:00:00;05.11.2025 07:15:00;7.6;40.59;1041.82;3508.9;5;2.4;258.76;4865.07
05.11.2025 07:15:00;05.11.2025 07:30:00;7.48;41.13;1042.25;3570.25;5;2.4;249.79;4918.3
05.11.2025 07:30:00;05.11.2025 07:45:00;7.27;41.12;1041.44;3666.33;5;2.4;223.27;4986.83
05.11.2025 07:45:00;05.11.2025 08:00:00;7.61;36.21;1041.94;3614.94;5.04;2.4;195.25;4903.39
05.11.2025 08:00:00;05.11.2025 08:15:00;8.17;63.03;1032.45;3586.94;5.1;2.1;182.46;4880.25
05.11.2025 08:15:00;05.11.2025 08:30:00;8.15;65.2;1031.78;3700.37;5.04;2.1;168.26;4980.9
05.11.2025 08:30:00;05.11.2025 08:45:00;7.8;65.58;1030.08;3721.65;5.13;2.1;163.57;4995.91
05.11.2025 08:45:00;05.11.2025 09:00:00;7.58;66;1030.35;3864.21;5.07;2.1;167.97;5143.28
05.11.2025 09:00:00;05.11.2025 09:15:00;7.61;66.18;1035.58;4099.76;5.03;1.7;171.05;5386.91
05.11.2025 09:15:00;05.11.2025 09:30:00;7.5;69.33;1034.77;4239.15;5.04;1.7;168.42;5525.91
05.11.2025 09:30:00;05.11.2025 09:45:00;7.74;66.25;1036.31;4110.4;5.05;1.7;160.09;5387.54
05.11.2025 09:45:00;05.11.2025 10:00:00;6.86;36.95;1034.25;4080.67;5.07;1.7;175.84;5341.34
05.11.2025 10:00:00;05.11.2025 10:15:00;2.68;60.64;1038.9;4055.09;5.08;1.4;169.13;5332.92
05.11.2025 10:15:00;05.11.2025 10:30:00;2.52;60.64;1035.32;3791.66;5.11;1.4;144.74;5041.39
05.11.2025 10:30:00;05.11.2025 10:45:00;3.49;60.64;1034.52;3639.13;5.09;1.4;135.2;4879.47
05.11.2025 10:45:00;05.11.2025 11:00:00;3.16;60.64;1036.02;3465.61;5.07;1.4;134.87;4706.77
05.11.2025 11:00:00;05.11.2025 11:15:00;2.33;60.64;1038.59;3580.66;5;1.3;113.87;4802.39
05.11.2025 11:15:00;05.11.2025 11:30:00;2.86;60.64;1038.89;3778.03;5;1.3;111.97;4998.69
05.11.2025 11:30:00;05.11.2025 11:45:00;2.48;60.64;1037.37;3762.98;5;1.3;115.21;4984.98
05.11.2025 11:45:00;05.11.2025 12:00:00;1.97;60.64;1036.63;3794.36;5;1.3;119.77;5019.67
05.11.2025 12:00:00;05.11.2025 12:15:00;2.38;60.64;1030.41;3564.67;5;1.5;114.89;4779.49
05.11.2025 12:15:00;05.11.2025 12:30:00;2.83;60.64;1029;3664.12;5;1.5;129;4892.09
05.11.2025 12:30:00;05.11.2025 12:45:00;3.08;60.64;1028.42;4092.04;5.01;1.5;118.07;5308.76
05.11.2025 12:45:00;05.11.2025 13:00:00;3.57;60.64;1030.93;4373.17;5.08;1.5;119.51;5594.4
05.11.2025 13:00:00;05.11.2025 13:15:00;3.29;60.64;1029.07;4176.78;5.26;1.79;133.43;5410.26
05.11.2025 13:15:00;05.11.2025 13:30:00;4.03;60.64;1032.01;4318.39;5.21;1.8;137.69;5559.77
05.11.2025 13:30:00;05.11.2025 13:45:00;1.31;60.64;1032.94;4536.64;5.17;1.8;141.87;5780.37
05.11.2025 13:45:00;05.11.2025 14:00:00;0.15;60.64;1031.04;4627.06;5.14;1.8;149.46;5875.29
05.11.2025 14:00:00;05.11.2025 14:15:00;3.14;60.64;1030.5;4698.8;5;1.8;149.09;5948.97
05.11.2025 14:15:00;05.11.2025 14:30:00;4.26;74.6;1027.67;4647.69;5;1.8;149.38;5910.4
05.11.2025 14:30:00;05.11.2025 14:45:00;5.49;75.48;1025.81;4799.5;5;1.8;139.84;6052.92
05.11.2025 14:45:00;05.11.2025 15:00:00;6.45;82.39;1026.6;4802.33;5;1.8;128.36;6052.93
05.11.2025 15:00:00;05.11.2025 15:15:00;6.33;96.4;1030.8;4666;5;1.9;144.63;5951.06
05.11.2025 15:15:00;05.11.2025 15:30:00;3.75;112.25;1028.39;4858.27;5;1.9;154.21;6163.77
05.11.2025 15:30:00;05.11.2025 15:45:00;3.63;115.14;1026.64;4901.28;5;1.9;145.12;6198.71
05.11.2025 15:45:00;05.11.2025 16:00:00;3.92;80.18;1020.71;4872.52;5;1.9;145.83;6130.06
05.11.2025 16:00:00;05.11.2025 16:15:00;4.31;72.38;1027.63;5137;5;2;156.37;6404.69
05.11.2025 16:15:00;05.11.2025 16:30:00;4.09;74.93;1028;5224.62;5;2;158.5;6497.14
05.11.2025 16:30:00;05.11.2025 16:45:00;4.03;76.59;1029.19;5310.71;5;2;152.77;6580.29
05.11.2025 16:45:00;05.11.2025 17:00:00;4.14;106.28;1030.54;5380.05;5;2;162.56;6690.57
05.11.2025 17:00:00;05.11.2025 17:15:00;4.75;93.53;1032.3;5599.09;5;2.2;166.35;6903.22
05.11.2025 17:15:00;05.11.2025 17:30:00;4.95;167.66;1032.51;5812.58;5;2.2;180.59;7205.49
05.11.2025 17:30:00;05.11.2025 17:45:00;4.56;197.96;1035.26;5786.06;5;2.2;208.99;7240.03
05.11.2025 17:45:00;05.11.2025 18:00:00;4.58;180.76;1034.93;5702.88;5;2.2;201.93;7132.28
05.11.2025 18:00:00;05.11.2025 18:15:00;4.28;156.48;1032.85;5612.2;5;2.3;195.54;7008.65
05.11.2025 18:15:00;05.11.2025 18:30:00;5.45;159.75;1032.88;5574.03;5;2.3;211.11;6990.52
05.11.2025 18:30:00;05.11.2025 18:45:00;7.13;154.65;1031;5535.74;5;2.3;219.5;6955.32
05.11.2025 18:45:00;05.11.2025 19:00:00;8.13;82.06;1026.27;5525.88;5;2.3;233.81;6883.45
05.11.2025 19:00:00;05.11.2025 19:15:00;8.26;72.21;1033.47;5494.11;5;2.1;247.67;6862.82
05.11.2025 19:15:00;05.11.2025 19:30:00;8.18;72.86;1033.2;5479.17;5;2.1;268.86;6869.37
05.11.2025 19:30:00;05.11.2025 19:45:00;8.38;72.62;1033.39;5499.43;5;2.1;271.12;6892.04
05.11.2025 19:45:00;05.11.2025 20:00:00;8.28;75.47;1033.2;5444.91;5;2.1;283.82;6852.78
05.11.2025 20:00:00;05.11.2025 20:15:00;8.49;73.75;1046.75;5363.9;5;2.1;276.11;6776.1
05.11.2025 20:15:00;05.11.2025 20:30:00;8.12;73.75;1046.69;5327;5;2.1;264.74;6727.4
05.11.2025 20:30:00;05.11.2025 20:45:00;8.29;74.44;1046.16;5274.44;5;2.1;254.29;6664.72
05.11.2025 20:45:00;05.11.2025 21:00:00;8.64;76.48;1046.23;5237.18;5;2.1;278.21;6653.84
05.11.2025 21:00:00;05.11.2025 21:15:00;8.75;75.01;1046.93;5120.46;5;2.5;299.89;6558.54
05.11.2025 21:15:00;05.11.2025 21:30:00;8.57;74.97;1047.9;5127.17;5;2.5;336.59;6602.7
05.11.2025 21:30:00;05.11.2025 21:45:00;6.66;74.67;1047;5189.17;5;2.5;352;6677
05.11.2025 21:45:00;05.11.2025 22:00:00;5.37;74.16;1049.8;5039.23;5;2.5;380.75;6556.81
05.11.2025 22:00:00;05.11.2025 22:15:00;6.36;73.46;1049.5;5210.8;5;3.1;397.71;6745.93
05.11.2025 22:15:00;05.11.2025 22:30:00;6.84;73.63;1048.99;5236.1;5;3.1;420.14;6793.8
05.11.2025 22:30:00;05.11.2025 22:45:00;7.37;74.31;1048.18;5287.19;5;3.1;424.01;6849.16
05.11.2025 22:45:00;05.11.2025 23:00:00;6.95;73.54;1049.55;5179.35;5;3.1;451.12;6768.61
05.11.2025 23:00:00;05.11.2025 23:15:00;6.55;73.9;1048.49;5181.8;5;3;444.81;6763.55
05.11.2025 23:15:00;05.11.2025 23:30:00;6.2;73.42;1047.61;5129.24;4.97;3;488.79;6753.23
05.11.2025 23:30:00;05.11.2025 23:45:00;6.27;72.75;1047.23;4948.76;4.98;3;504.09;6587.08
05.11.2025 23:45:00;06.11.2025 00:00:00;6.46;72.75;1048.87;4819.79;4.74;3;484.01;6439.62
06.11.2025 00:00:00;06.11.2025 00:15:00;6.57;72.75;1035.78;4628.47;4.99;3.6;441.49;6193.65
06.11.2025 00:15:00;06.11.2025 00:30:00;7.48;72.75;1039.87;4689.44;4.87;3.6;426.36;6244.37
06.11.2025 00:30:00;06.11.2025 00:45:00;7.37;72.75;1039.36;4928.18;4.83;3.6;406.87;6462.96
06.11.2025 00:45:00;06.11.2025 01:00:00;7.44;72.75;1038.52;4774.11;4.68;3.6;390.7;6291.8
06.11.2025 01:00:00;06.11.2025 01:15:00;7.21;72.75;1038.63;4669.37;4.54;3.9;426.03;6222.43
06.11.2025 01:15:00;06.11.2025 01:30:00;7.21;72.75;1038.45;4655.67;4.52;3.9;452.24;6234.74
06.11.2025 01:30:00;06.11.2025 01:45:00;7.13;72.75;1039.49;4592.7;4.51;3.9;443.49;6163.97
06.11.2025 01:45:00;06.11.2025 02:00:00;7.74;72.75;1039.03;4594.97;4.76;3.9;424;6147.15
06.11.2025 02:00:00;06.11.2025 02:15:00;7.86;72.75;1037.74;4333.56;4.86;4.1;410.22;5871.09
06.11.2025 02:15:00;06.11.2025 02:30:00;7.28;72.75;1038.81;4298.1;4.95;4.1;420.44;5846.43
06.11.2025 02:30:00;06.11.2025 02:45:00;7.14;72.75;1039.01;4315.2;5.01;4.1;429;5872.21
06.11.2025 02:45:00;06.11.2025 03:00:00;7.22;72.75;1037.12;4314.98;5.04;4.1;420.77;5861.98
06.11.2025 03:00:00;06.11.2025 03:15:00;7.22;72.75;1045.49;4339.27;5.18;4.1;394.44;5868.45
06.11.2025 03:15:00;06.11.2025 03:30:00;7.31;72.75;1045.52;4360.33;5.17;4.1;411.73;5906.91
06.11.2025 03:30:00;06.11.2025 03:45:00;7.57;72.75;1045.48;4322.07;5.15;4.1;441.81;5898.93
06.11.2025 03:45:00;06.11.2025 04:00:00;7.66;72.75;1042.82;4325.8;5.06;4.1;471.79;5929.98
06.11.2025 04:00:00;06.11.2025 04:15:00;7.52;72.75;1039.8;4422.07;5.14;4;523.45;6074.73
06.11.2025 04:15:00;06.11.2025 04:30:00;7.02;72.75;1039.49;4406.93;5.09;4;537;6072.28
06.11.2025 04:30:00;06.11.2025 04:45:00;6.8;72.75;1040.71;4428.89;5.11;4;527.05;6085.31
06.11.2025 04:45:00;06.11.2025 05:00:00;7.1;72.75;1041.48;4358;5.11;4;504.95;5993.39
06.11.2025 05:00:00;06.11.2025 05:15:00;7.61;72.75;1042.8;4390.88;4.92;4;538.65;6061.61
06.11.2025 05:15:00;06.11.2025 05:30:00;7.8;72.75;1043.35;4452.75;4.97;4;544.98;6130.6
06.11.2025 05:30:00;06.11.2025 05:45:00;7.74;72.75;1042.54;4359.73;5;4;555.18;6046.94
06.11.2025 05:45:00;06.11.2025 06:00:00;3.86;72.75;1041.59;4438.58;4.79;4;543.87;6109.44
06.11.2025 06:00:00;06.11.2025 06:15:00;3.07;72.75;1036.99;4567.3;4.85;4;535.55;6224.51
06.11.2025 06:15:00;06.11.2025 06:30:00;2.93;72.75;1036.4;4829.04;4.93;4;548.72;6498.77
06.11.2025 06:30:00;06.11.2025 06:45:00;1.26;72.75;1037.36;5040.76;4.93;4;551.38;6712.44
06.11.2025 06:45:00;06.11.2025 07:00:00;0;72.75;1035.37;5014.54;4.85;4;571.3;6702.81
06.11.2025 07:00:00;06.11.2025 07:15:00;0.19;72.75;1040.95;4796.94;5;4;595.96;6515.79
06.11.2025 07:15:00;06.11.2025 07:30:00;1.26;72.75;1037.31;4861.52;5;4;599.85;6581.69
06.11.2025 07:30:00;06.11.2025 07:45:00;1.8;72.75;1035.41;4948.47;5;4;596.53;6663.96
06.11.2025 07:45:00;06.11.2025 08:00:00;0.94;72.75;1030.02;5072.17;5;4;568.4;6753.28
06.11.2025 08:00:00;06.11.2025 08:15:00;0.76;72.75;1032.21;5290.16;5;4;533.94;6938.82
06.11.2025 08:15:00;06.11.2025 08:30:00;1.57;72.75;1033.41;5321.46;5;4;515.09;6953.28
06.11.2025 08:30:00;06.11.2025 08:45:00;1.45;72.75;1032.22;5316.07;5;4;500.51;6932
06.11.2025 08:45:00;06.11.2025 09:00:00;2.57;72.75;1030.89;5294.19;5;4;511.74;6921.14
06.11.2025 09:00:00;06.11.2025 09:15:00;2.28;72.75;1035.72;5247.55;5;3.9;507.33;6874.53
06.11.2025 09:15:00;06.11.2025 09:30:00;0.81;72.75;1034.04;5261.41;5;3.9;483.45;6861.36
06.11.2025 09:30:00;06.11.2025 09:45:00;0.65;72.75;1032.71;5437.28;5;3.9;481.45;7033.74
06.11.2025 09:45:00;06.11.2025 10:00:00;0.22;72.75;1031.58;5436.77;5;3.9;491.27;7041.49
06.11.2025 10:00:00;06.11.2025 10:15:00;0;72.75;1028.08;5302.49;5;3.9;509.25;6921.47
06.11.2025 10:15:00;06.11.2025 10:30:00;0.73;72.75;1028.23;5196.28;5;3.9;542.31;6849.2
06.11.2025 10:30:00;06.11.2025 10:45:00;0;72.75;1038.94;5178.55;4.99;3.9;554.48;6853.61
06.11.2025 10:45:00;06.11.2025 11:00:00;0;72.75;1034.67;5116.22;5;3.9;542.93;6775.47
06.11.2025 11:00:00;06.11.2025 11:15:00;0;72.75;1029.72;5112.54;5.01;3.8;556.79;6780.61
06.11.2025 11:15:00;06.11.2025 11:30:00;0;72.75;1023.25;5029.27;5.01;3.8;538.99;6673.07
06.11.2025 11:30:00;06.11.2025 11:45:00;0;72.75;1023.75;5022.91;5.02;3.8;494.71;6622.94
06.11.2025 11:45:00;06.11.2025 12:00:00;0;72.75;1029.82;4782.54;4.95;3.8;461.79;6355.65
06.11.2025 12:00:00;06.11.2025 12:15:00;0;72.75;1027.34;4898.77;5;3.9;486.71;6494.47
06.11.2025 12:15:00;06.11.2025 12:30:00;0;72.75;1032.13;4799.41;5;3.9;466.43;6379.62
06.11.2025 12:30:00;06.11.2025 12:45:00;0;72.75;1034.41;4824.92;5;3.9;448.09;6389.07
06.11.2025 12:45:00;06.11.2025 13:00:00;0;72.75;1030.17;4893.28;5;3.9;474.06;6479.16
06.11.2025 13:00:00;06.11.2025 13:15:00;0;72.75;1014.66;5024.36;5.01;3.6;465.95;6586.33
06.11.2025 13:15:00;06.11.2025 13:30:00;0;72.75;1022.27;5099.51;5.03;3.6;445.12;6648.28
06.11.2025 13:30:00;06.11.2025 13:45:00;0.13;72.75;1030.85;5123.43;5;3.6;436.64;6672.4
06.11.2025 13:45:00;06.11.2025 14:00:00;0;72.75;1028.64;5106.74;5.01;3.6;465.02;6681.76
06.11.2025 14:00:00;06.11.2025 14:15:00;0;72.75;1030.99;5180.68;5.03;3.3;479.94;6772.69
06.11.2025 14:15:00;06.11.2025 14:30:00;0;72.75;1029.47;5167.96;5.01;3.3;489.34;6767.83
06.11.2025 14:30:00;06.11.2025 14:45:00;0;72.75;1031.95;5317.21;5;3.3;493.59;6923.8
06.11.2025 14:45:00;06.11.2025 15:00:00;0;72.75;1039.06;5438.02;5;3.3;500.16;7058.29
06.11.2025 15:00:00;06.11.2025 15:15:00;0;72.75;1040.27;5319.3;5;3.4;467.49;6908.21
06.11.2025 15:15:00;06.11.2025 15:30:00;0;72.75;1041.51;5337.71;5;3.4;476.18;6936.55
06.11.2025 15:30:00;06.11.2025 15:45:00;0;72.75;1039.36;5291.42;5;3.4;501.95;6913.88
06.11.2025 15:45:00;06.11.2025 16:00:00;0;72.75;1041.13;5409.77;5;3.4;497.98;7030.03
06.11.2025 16:00:00;06.11.2025 16:15:00;0;83.71;1033.24;5393.55;5;3.1;487.26;7005.86
06.11.2025 16:15:00;06.11.2025 16:30:00;0;99.75;1029.13;5445.86;5;3.1;476.02;7058.86
06.11.2025 16:30:00;06.11.2025 16:45:00;0;112.1;1028.93;5521.36;5;3.1;457.46;7127.95
06.11.2025 16:45:00;06.11.2025 17:00:00;0;81.09;1028.09;5503.52;5;3.1;487.62;7108.42
06.11.2025 17:00:00;06.11.2025 17:15:00;0;187.79;1024.78;5633.27;5;3.2;469.21;7323.25
06.11.2025 17:15:00;06.11.2025 17:30:00;0;268.19;1032.42;5882.71;5;3.2;438.55;7630.07
06.11.2025 17:30:00;06.11.2025 17:45:00;0;284.82;1030.57;5989.89;4.99;3.2;434.01;7747.48
06.11.2025 17:45:00;06.11.2025 18:00:00;0;267.6;1032.96;5926.9;5;3.2;450.64;7686.3
06.11.2025 18:00:00;06.11.2025 18:15:00;0;271.7;1027.27;5999.86;5;3.4;404.38;7711.61
06.11.2025 18:15:00;06.11.2025 18:30:00;0;282.72;1023.19;6004.85;5;3.4;358;7677.16
06.11.2025 18:30:00;06.11.2025 18:45:00;0;285.33;1023.29;6007.53;5;3.4;377.2;7701.75
06.11.2025 18:45:00;06.11.2025 19:00:00;0;274.8;1024.25;5884.36;5;3.4;387.73;7579.54
06.11.2025 19:00:00;06.11.2025 19:15:00;0;283.79;1025.03;5910.16;5;3.3;370.04;7597.32
06.11.2025 19:15:00;06.11.2025 19:30:00;0;263.66;1026.62;5800.74;5;3.3;360.54;7459.86
06.11.2025 19:30:00;06.11.2025 19:45:00;0;241.11;1024.65;5647.42;5;3.3;364.26;7285.74
06.11.2025 19:45:00;06.11.2025 20:00:00;0;238.95;1021.58;5608.34;5;3.3;377.42;7254.59
06.11.2025 20:00:00;06.11.2025 20:15:00;0;265.53;1026.42;5490.95;5;3.3;369.39;7160.59
06.11.2025 20:15:00;06.11.2025 20:30:00;0;261.87;1026.39;5564.56;5;3.3;358.07;7219.19
06.11.2025 20:30:00;06.11.2025 20:45:00;0;244.1;1026.68;5648.77;5;3.3;343.9;7271.75
06.11.2025 20:45:00;06.11.2025 21:00:00;0;241.04;1027.47;5588.86;5;3.3;349.36;7215.03
06.11.2025 21:00:00;06.11.2025 21:15:00;0;202.53;1024.03;5586.57;5;3.1;340.7;7161.93
06.11.2025 21:15:00;06.11.2025 21:30:00;0;194.05;1027.89;5508.13;5;3.1;361.18;7099.35
06.11.2025 21:30:00;06.11.2025 21:45:00;0;207.3;1027.68;5417.89;5;3.1;413.12;7074.09
06.11.2025 21:45:00;06.11.2025 22:00:00;0;206.24;1027.38;5255.24;4.92;3.1;449.22;6946.1
