Delivery Start (CET);Delivery End (CET);NO1 Biomass (MW);NO1 Fossil Gas (MW);NO1 Hydro Run Of River And Poundage (MW);NO1 Hydro Water Reservoir (MW);NO1 Solar (MW);NO1 Waste (MW);NO1 Wind Onshore (MW);NO1 Total (MW)
14.06.2024 11:00:00;14.06.2024 12:00:00;0;0;2104;962;2;9;16;3093
14.06.2024 12:00:00;14.06.2024 13:00:00;0;0;2093;901;3;9;9;3015
14.06.2024 13:00:00;14.06.2024 14:00:00;0;0;2095;874;2;9;2;2982
14.06.2024 14:00:00;14.06.2024 15:00:00;0;0;2091;899;2;7;7;3006
14.06.2024 15:00:00;14.06.2024 16:00:00;0;0;2089;915;2;3;25;3034
14.06.2024 16:00:00;14.06.2024 17:00:00;0;0;2084;900;1;4;25;3014
14.06.2024 17:00:00;14.06.2024 18:00:00;0;0;2083;878;1;10;25;2997
14.06.2024 18:00:00;14.06.2024 19:00:00;0;0;2076;856;1;10;22;2965
14.06.2024 19:00:00;14.06.2024 20:00:00;0;0;2083;913;0;10;19;3025
14.06.2024 20:00:00;14.06.2024 21:00:00;0;0;2073;932;0;10;27;3042
14.06.2024 21:00:00;14.06.2024 22:00:00;0;0;2072;932;0;11;30;3045
14.06.2024 22:00:00;14.06.2024 23:00:00;0;0;2080;925;0;12;54;3071
14.06.2024 23:00:00;15.06.2024 00:00:00;0;0;2072;976;0;10;60;3118
15.06.2024 00:00:00;15.06.2024 01:00:00;0;0;2070;971;0;10;60;3111
15.06.2024 01:00:00;15.06.2024 02:00:00;0;0;2075;949;0;11;46;3081
15.06.2024 02:00:00;15.06.2024 03:00:00;0;0;2074;923;0;11;42;3050
15.06.2024 03:00:00;15.06.2024 04:00:00;0;0;2071;951;0;12;50;3084
15.06.2024 04:00:00;15.06.2024 05:00:00;0;0;2077;945;0;12;49;3083
15.06.2024 05:00:00;15.06.2024 06:00:00;0;0;2078;979;0;12;52;3121
15.06.2024 06:00:00;15.06.2024 07:00:00;0;0;2081;893;0;12;43;3029
15.06.2024 07:00:00;15.06.2024 08:00:00;0;0;2072;739;0;11;39;2861
15.06.2024 08:00:00;15.06.2024 09:00:00;0;0;2071;766;0;11;30;2878
15.06.2024 09:00:00;15.06.2024 10:00:00;0;0;2075;744;0;10;20;2849
15.06.2024 10:00:00;15.06.2024 11:00:00;0;0;2025;766;0;11;29;2831
15.06.2024 11:00:00;15.06.2024 12:00:00;0;0;1938;777;1;11;34;2761
15.06.2024 12:00:00;15.06.2024 13:00:00;0;0;1926;788;1;12;42;2769
15.06.2024 13:00:00;15.06.2024 14:00:00;0;0;1924;807;1;11;49;2792
15.06.2024 14:00:00;15.06.2024 15:00:00;0;0;1922;788;1;14;56;2781
15.06.2024 15:00:00;15.06.2024 16:00:00;0;0;1922;818;1;13;56;2810
15.06.2024 16:00:00;15.06.2024 17:00:00;0;0;1936;798;1;13;89;2837
15.06.2024 17:00:00;15.06.2024 18:00:00;0;0;2025;818;0;11;110;2964
15.06.2024 18:00:00;15.06.2024 19:00:00;0;0;2058;778;0;11;116;2963
15.06.2024 19:00:00;15.06.2024 20:00:00;0;0;2071;880;0;11;126;3088
15.06.2024 20:00:00;15.06.2024 21:00:00;0;0;2066;880;0;11;136;3093
15.06.2024 21:00:00;15.06.2024 22:00:00;0;0;2069;909;0;11;160;3149
15.06.2024 22:00:00;15.06.2024 23:00:00;0;0;2064;824;0;11;175;3074
15.06.2024 23:00:00;16.06.2024 00:00:00;0;0;2066;864;0;11;162;3103
16.06.2024 00:00:00;16.06.2024 01:00:00;0;0;2074;855;0;11;167;3107
16.06.2024 01:00:00;16.06.2024 02:00:00;0;0;2079;728;0;10;193;3010
16.06.2024 02:00:00;16.06.2024 03:00:00;0;0;2086;735;0;10;182;3013
16.06.2024 03:00:00;16.06.2024 04:00:00;0;0;2078;699;0;11;157;2945
16.06.2024 04:00:00;16.06.2024 05:00:00;0;0;2083;694;0;10;139;2926
16.06.2024 05:00:00;16.06.2024 06:00:00;0;0;2082;727;0;10;120;2939
16.06.2024 06:00:00;16.06.2024 07:00:00;0;0;2075;763;1;10;135;2984
16.06.2024 07:00:00;16.06.2024 08:00:00;0;0;2062;695;1;10;31;2799
16.06.2024 08:00:00;16.06.2024 09:00:00;0;0;2067;699;1;9;17;2793
16.06.2024 09:00:00;16.06.2024 10:00:00;0;0;2051;681;1;9;16;2758
16.06.2024 10:00:00;16.06.2024 11:00:00;0;0;1952;653;1;8;16;2630
16.06.2024 11:00:00;16.06.2024 12:00:00;0;0;1926;779;1;8;23;2737
16.06.2024 12:00:00;16.06.2024 13:00:00;0;0;1925;756;2;9;27;2719
16.06.2024 13:00:00;16.06.2024 14:00:00;0;0;1927;726;2;9;22;2686
16.06.2024 14:00:00;16.06.2024 15:00:00;0;0;1918;671;1;9;35;2634
16.06.2024 15:00:00;16.06.2024 16:00:00;0;0;1948;677;1;9;30;2665
16.06.2024 16:00:00;16.06.2024 17:00:00;0;0;2030;672;1;9;26;2738
16.06.2024 17:00:00;16.06.2024 18:00:00;0;0;2035;800;1;8;103;2947
16.06.2024 18:00:00;16.06.2024 19:00:00;0;0;2072;855;1;8;80;3016
16.06.2024 19:00:00;16.06.2024 20:00:00;0;0;2079;887;0;8;81;3055
16.06.2024 20:00:00;16.06.2024 21:00:00;0;0;2083;905;0;8;90;3086
16.06.2024 21:00:00;16.06.2024 22:00:00;0;0;2082;908;0;8;124;3122
16.06.2024 22:00:00;16.06.2024 23:00:00;0;0;2083;901;0;8;99;3091
16.06.2024 23:00:00;17.06.2024 00:00:00;0;0;2076;893;0;8;98;3075
17.06.2024 00:00:00;17.06.2024 01:00:00;0;0;2077;703;0;8;118;2906
17.06.2024 01:00:00;17.06.2024 02:00:00;0;0;2075;782;0;8;118;2983
17.06.2024 02:00:00;17.06.2024 03:00:00;0;0;2070;763;0;12;128;2973
17.06.2024 03:00:00;17.06.2024 04:00:00;0;0;2065;766;0;9;138;2978
17.06.2024 04:00:00;17.06.2024 05:00:00;0;0;2070;768;0;10;128;2976
17.06.2024 05:00:00;17.06.2024 06:00:00;0;0;2063;765;0;9;117;2954
17.06.2024 06:00:00;17.06.2024 07:00:00;0;0;2061;808;0;9;114;2992
17.06.2024 07:00:00;17.06.2024 08:00:00;0;0;2067;810;0;10;103;2990
17.06.2024 08:00:00;17.06.2024 09:00:00;0;0;2069;705;0;10;69;2853
17.06.2024 09:00:00;17.06.2024 10:00:00;0;0;2063;717;0;9;40;2829
17.06.2024 10:00:00;17.06.2024 11:00:00;0;0;2051;770;1;9;47;2878
17.06.2024 11:00:00;17.06.2024 12:00:00;0;0;2060;787;1;7;68;2923
17.06.2024 12:00:00;17.06.2024 13:00:00;0;0;2056;742;1;8;76;2883
17.06.2024 13:00:00;17.06.2024 14:00:00;0;0;2063;715;1;9;51;2839
17.06.2024 14:00:00;17.06.2024 15:00:00;0;0;2055;712;1;9;36;2813
17.06.2024 15:00:00;17.06.2024 16:00:00;0;0;2045;706;1;7;47;2806
17.06.2024 16:00:00;17.06.2024 17:00:00;0;0;2044;691;1;8;70;2814
17.06.2024 17:00:00;17.06.2024 18:00:00;0;0;2063;670;1;8;27;2769
17.06.2024 18:00:00;17.06.2024 19:00:00;0;0;2056;686;1;8;28;2779
17.06.2024 19:00:00;17.06.2024 20:00:00;0;0;2059;743;0;8;26;2836
17.06.2024 20:00:00;17.06.2024 21:00:00;0;0;2044;762;0;8;19;2833
17.06.2024 21:00:00;17.06.2024 22:00:00;0;0;2051;783;0;9;33;2876
17.06.2024 22:00:00;17.06.2024 23:00:00;0;0;2064;797;0;10;45;2916
17.06.2024 23:00:00;18.06.2024 00:00:00;0;0;2052;858;0;9;43;2962
18.06.2024 00:00:00;18.06.2024 01:00:00;0;0;2029;778;0;14;43;2864
18.06.2024 01:00:00;18.06.2024 02:00:00;0;0;2032;684;0;16;38;2770
18.06.2024 02:00:00;18.06.2024 03:00:00;0;0;2052;680;0;14;42;2788
18.06.2024 03:00:00;18.06.2024 04:00:00;0;0;2049;666;0;11;39;2765
18.06.2024 04:00:00;18.06.2024 05:00:00;0;0;2050;684;0;13;17;2764
18.06.2024 05:00:00;18.06.2024 06:00:00;0;0;2049;712;0;15;7;2783
18.06.2024 06:00:00;18.06.2024 07:00:00;0;0;2051;712;0;13;5;2781
18.06.2024 07:00:00;18.06.2024 08:00:00;0;0;2054;731;1;9;7;2802
18.06.2024 08:00:00;18.06.2024 09:00:00;0;0;2055;694;1;8;6;2764
18.06.2024 09:00:00;18.06.2024 10:00:00;0;0;2047;685;2;8;24;2766
18.06.2024 10:00:00;18.06.2024 11:00:00;0;0;2053;693;2;8;33;2789
18.06.2024 11:00:00;18.06.2024 12:00:00;0;0;2049;747;2;8;62;2868
18.06.2024 12:00:00;18.06.2024 13:00:00;0;0;2042;717;2;8;108;2877
18.06.2024 13:00:00;18.06.2024 14:00:00;0;0;2041;728;2;8;67;2846
18.06.2024 14:00:00;18.06.2024 15:00:00;0;0;2045;739;2;8;59;2853
18.06.2024 15:00:00;18.06.2024 16:00:00;0;0;2048;766;1;8;76;2899
18.06.2024 16:00:00;18.06.2024 17:00:00;0;0;2052;759;1;8;87;2907
18.06.2024 17:00:00;18.06.2024 18:00:00;0;0;2046;716;1;10;102;2875
18.06.2024 18:00:00;18.06.2024 19:00:00;0;0;2054;742;1;10;94;2901
18.06.2024 19:00:00;18.06.2024 20:00:00;0;0;2057;742;0;9;96;2904
18.06.2024 20:00:00;18.06.2024 21:00:00;0;0;2057;746;0;10;87;2900
18.06.2024 21:00:00;18.06.2024 22:00:00;0;0;2066;741;0;10;102;2919
18.06.2024 22:00:00;18.06.2024 23:00:00;0;0;2068;705;0;11;114;2898
18.06.2024 23:00:00;19.06.2024 00:00:00;0;0;2059;671;0;9;82;2821
19.06.2024 00:00:00;19.06.2024 01:00:00;0;0;2024;596;0;14;53;2687
19.06.2024 01:00:00;19.06.2024 02:00:00;0;0;2031;600;0;16;53;2700
19.06.2024 02:00:00;19.06.2024 03:00:00;0;0;2051;598;0;14;43;2706
19.06.2024 03:00:00;19.06.2024 04:00:00;0;0;2051;589;0;10;54;2704
19.06.2024 04:00:00;19.06.2024 05:00:00;0;0;2022;583;0;13;77;2695
19.06.2024 05:00:00;19.06.2024 06:00:00;0;0;2035;605;0;15;70;2725
19.06.2024 06:00:00;19.06.2024 07:00:00;0;0;2046;618;1;13;79;2757
19.06.2024 07:00:00;19.06.2024 08:00:00;0;0;2059;688;1;9;35;2792
19.06.2024 08:00:00;19.06.2024 09:00:00;0;0;2058;648;1;8;48;2763
19.06.2024 09:00:00;19.06.2024 10:00:00;0;0;2051;596;2;8;47;2704
19.06.2024 10:00:00;19.06.2024 11:00:00;0;0;2053;628;2;8;33;2724
19.06.2024 11:00:00;19.06.2024 12:00:00;0;0;2048;601;2;8;35;2694
19.06.2024 12:00:00;19.06.2024 13:00:00;0;0;2044;612;2;8;44;2710
19.06.2024 13:00:00;19.06.2024 14:00:00;0;0;2040;609;2;8;57;2716
19.06.2024 14:00:00;19.06.2024 15:00:00;0;0;2042;561;2;8;22;2635
19.06.2024 15:00:00;19.06.2024 16:00:00;0;0;2050;609;2;8;43;2712
19.06.2024 16:00:00;19.06.2024 17:00:00;0;0;2039;573;2;8;28;2650
19.06.2024 17:00:00;19.06.2024 18:00:00;0;0;2038;659;1;10;14;2722
19.06.2024 18:00:00;19.06.2024 19:00:00;0;0;2046;647;1;10;5;2709
19.06.2024 19:00:00;19.06.2024 20:00:00;0;0;2064;644;1;9;12;2730
19.06.2024 20:00:00;19.06.2024 21:00:00;0;0;2071;720;0;10;14;2815
19.06.2024 21:00:00;19.06.2024 22:00:00;0;0;2071;781;0;11;26;2889
19.06.2024 22:00:00;19.06.2024 23:00:00;0;0;2068;789;0;12;24;2893
19.06.2024 23:00:00;20.06.2024 00:00:00;0;0;2072;841;0;10;30;2953
20.06.2024 00:00:00;20.06.2024 01:00:00;0;0;2042;801;0;14;53;2910
20.06.2024 01:00:00;20.06.2024 02:00:00;0;0;2045;768;0;16;37;2866
20.06.2024 02:00:00;20.06.2024 03:00:00;0;0;2074;774;0;14;52;2914
20.06.2024 03:00:00;20.06.2024 04:00:00;0;0;2064;758;0;10;89;2921
20.06.2024 04:00:00;20.06.2024 05:00:00;0;0;2060;705;0;13;124;2902
20.06.2024 05:00:00;20.06.2024 06:00:00;0;0;2068;742;0;15;137;2962
20.06.2024 06:00:00;20.06.2024 07:00:00;0;0;2058;769;0;13;150;2990
20.06.2024 07:00:00;20.06.2024 08:00:00;0;0;2055;802;1;9;134;3001
20.06.2024 08:00:00;20.06.2024 09:00:00;0;0;2049;816;1;8;123;2997
20.06.2024 09:00:00;20.06.2024 10:00:00;0;0;2048;885;2;8;129;3072
20.06.2024 10:00:00;20.06.2024 11:00:00;0;0;2048;801;2;8;139;2998
20.06.2024 11:00:00;20.06.2024 12:00:00;0;0;2033;878;2;8;177;3098
20.06.2024 12:00:00;20.06.2024 13:00:00;0;0;2023;874;2;8;204;3111
20.06.2024 13:00:00;20.06.2024 14:00:00;0;0;2039;857;2;7;210;3115
20.06.2024 14:00:00;20.06.2024 15:00:00;0;0;2036;869;2;7;206;3120
20.06.2024 15:00:00;20.06.2024 16:00:00;0;0;2041;808;1;8;198;3056
20.06.2024 16:00:00;20.06.2024 17:00:00;0;0;2045;740;1;7;214;3007
20.06.2024 17:00:00;20.06.2024 18:00:00;0;0;2042;725;1;9;202;2979
20.06.2024 18:00:00;20.06.2024 19:00:00;0;0;2040;763;1;9;187;3000
20.06.2024 19:00:00;20.06.2024 20:00:00;0;0;2039;767;1;9;155;2971
20.06.2024 20:00:00;20.06.2024 21:00:00;0;0;2044;737;0;9;143;2933
20.06.2024 21:00:00;20.06.2024 22:00:00;0;0;2048;820;0;10;120;2998
20.06.2024 22:00:00;20.06.2024 23:00:00;0;0;2050;818;0;11;83;2962
20.06.2024 23:00:00;21.06.2024 00:00:00;0;0;2047;780;0;9;115;2951
21.06.2024 00:00:00;21.06.2024 01:00:00;0;0;2014;890;0;14;92;3010
21.06.2024 01:00:00;21.06.2024 02:00:00;0;0;2015;891;0;16;78;3000
21.06.2024 02:00:00;21.06.2024 03:00:00;0;0;2041;892;0;14;93;3040
21.06.2024 03:00:00;21.06.2024 04:00:00;0;0;2035;886;0;10;59;2990
21.06.2024 04:00:00;21.06.2024 05:00:00;0;0;2034;890;0;13;46;2983
21.06.2024 05:00:00;21.06.2024 06:00:00;0;0;2032;905;0;15;19;2971
21.06.2024 06:00:00;21.06.2024 07:00:00;0;0;2010;876;0;13;12;2911
21.06.2024 07:00:00;21.06.2024 08:00:00;0;0;1993;875;1;10;1;2880
21.06.2024 08:00:00;21.06.2024 09:00:00;0;0;1998;877;1;9;0;2885
21.06.2024 09:00:00;21.06.2024 10:00:00;0;0;2032;889;2;9;0;2932
21.06.2024 10:00:00;21.06.2024 11:00:00;0;0;1954;902;2;9;5;2872
21.06.2024 11:00:00;21.06.2024 12:00:00;0;0;1984;901;2;9;15;2911
21.06.2024 12:00:00;21.06.2024 13:00:00;0;0;2030;866;2;9;15;2922
21.06.2024 13:00:00;21.06.2024 14:00:00;0;0;2032;862;2;9;19;2924
21.06.2024 14:00:00;21.06.2024 15:00:00;0;0;2028;871;2;9;23;2933
21.06.2024 15:00:00;21.06.2024 16:00:00;0;0;2024;885;2;9;20;2940
21.06.2024 16:00:00;21.06.2024 17:00:00;0;0;2025;913;1;9;11;2959
21.06.2024 17:00:00;21.06.2024 18:00:00;0;0;2026;906;1;12;10;2955
21.06.2024 18:00:00;21.06.2024 19:00:00;0;0;2018;897;1;11;16;2943
21.06.2024 19:00:00;21.06.2024 20:00:00;0;0;2015;863;1;10;5;2894
21.06.2024 20:00:00;21.06.2024 21:00:00;0;0;2014;858;0;11;6;2889
21.06.2024 21:00:00;21.06.2024 22:00:00;0;0;2018;873;0;12;9;2912
21.06.2024 22:00:00;21.06.2024 23:00:00;0;0;2015;858;0;12;6;2891
21.06.2024 23:00:00;22.06.2024 00:00:00;0;0;2020;879;0;11;14;2924
22.06.2024 00:00:00;22.06.2024 01:00:00;0;0;2000;835;0;10;14;2859
22.06.2024 01:00:00;22.06.2024 02:00:00;0;0;2001;836;0;10;1;2848
22.06.2024 02:00:00;22.06.2024 03:00:00;0;0;1991;761;0;11;2;2765
22.06.2024 03:00:00;22.06.2024 04:00:00;0;0;1989;700;0;12;3;2704
22.06.2024 04:00:00;22.06.2024 05:00:00;0;0;1982;657;0;11;14;2664
22.06.2024 05:00:00;22.06.2024 06:00:00;0;0;1988;631;0;11;35;2665
22.06.2024 06:00:00;22.06.2024 07:00:00;0;0;1983;608;0;11;40;2642
22.06.2024 07:00:00;22.06.2024 08:00:00;0;0;1981;629;0;9;38;2657
22.06.2024 08:00:00;22.06.2024 09:00:00;0;0;1973;630;0;10;44;2657
22.06.2024 09:00:00;22.06.2024 10:00:00;0;0;1974;601;1;9;47;2632
22.06.2024 10:00:00;22.06.2024 11:00:00;0;0;1963;417;1;6;41;2428
22.06.2024 11:00:00;22.06.2024 12:00:00;0;0;1946;484;1;3;52;2486
22.06.2024 12:00:00;22.06.2024 13:00:00;0;0;1933;355;0;4;28;2320
22.06.2024 13:00:00;22.06.2024 14:00:00;0;0;1868;316;0;3;15;2202
22.06.2024 14:00:00;22.06.2024 15:00:00;0;0;1816;304;0;5;12;2137
22.06.2024 15:00:00;22.06.2024 16:00:00;0;0;1843;329;0;5;25;2202
22.06.2024 16:00:00;22.06.2024 17:00:00;0;0;1947;527;0;4;40;2518
22.06.2024 17:00:00;22.06.2024 18:00:00;0;0;1983;601;0;2;40;2626
22.06.2024 18:00:00;22.06.2024 19:00:00;0;0;1978;755;0;2;36;2771
22.06.2024 19:00:00;22.06.2024 20:00:00;0;0;1968;753;0;3;44;2768
22.06.2024 20:00:00;22.06.2024 21:00:00;0;0;1975;733;0;3;37;2748
22.06.2024 21:00:00;22.06.2024 22:00:00;0;0;1977;704;0;3;32;2716
22.06.2024 22:00:00;22.06.2024 23:00:00;0;0;1973;738;0;3;23;2737
22.06.2024 23:00:00;23.06.2024 00:00:00;0;0;1966;723;0;4;19;2712
23.06.2024 00:00:00;23.06.2024 01:00:00;0;0;1960;814;0;5;19;2798
23.06.2024 01:00:00;23.06.2024 02:00:00;0;0;1947;708;0;6;34;2695
23.06.2024 02:00:00;23.06.2024 03:00:00;0;0;1949;638;0;7;19;2613
23.06.2024 03:00:00;23.06.2024 04:00:00;0;0;1935;481;0;9;20;2445
23.06.2024 04:00:00;23.06.2024 05:00:00;0;0;1927;376;0;8;25;2336
23.06.2024 05:00:00;23.06.2024 06:00:00;0;0;1904;319;0;9;20;2252
23.06.2024 06:00:00;23.06.2024 07:00:00;0;0;1875;514;0;10;15;2414
23.06.2024 07:00:00;23.06.2024 08:00:00;0;0;1929;677;0;10;17;2633
23.06.2024 08:00:00;23.06.2024 09:00:00;0;0;1890;417;1;10;14;2332
23.06.2024 09:00:00;23.06.2024 10:00:00;0;0;1874;374;1;9;6;2264
23.06.2024 10:00:00;23.06.2024 11:00:00;0;0;1914;468;1;9;4;2396
23.06.2024 11:00:00;23.06.2024 12:00:00;0;0;1946;483;1;9;18;2457
23.06.2024 12:00:00;23.06.2024 13:00:00;0;0;1969;516;1;9;37;2532
23.06.2024 13:00:00;23.06.2024 14:00:00;0;0;1963;487;1;9;1;2461
23.06.2024 14:00:00;23.06.2024 15:00:00;0;0;1963;513;1;9;2;2488
23.06.2024 15:00:00;23.06.2024 16:00:00;0;0;1962;487;1;9;21;2480
23.06.2024 16:00:00;23.06.2024 17:00:00;0;0;1955;552;1;9;42;2559
23.06.2024 17:00:00;23.06.2024 18:00:00;0;0;1954;679;1;8;59;2701
23.06.2024 18:00:00;23.06.2024 19:00:00;0;0;1953;718;1;5;67;2744
23.06.2024 19:00:00;23.06.2024 20:00:00;0;0;1949;752;1;1;73;2776
23.06.2024 20:00:00;23.06.2024 21:00:00;0;0;1956;753;0;1;86;2796
23.06.2024 21:00:00;23.06.2024 22:00:00;0;0;1959;773;0;1;109;2842
23.06.2024 22:00:00;23.06.2024 23:00:00;0;0;1952;745;0;1;73;2771
23.06.2024 23:00:00;24.06.2024 00:00:00;0;0;1945;709;0;1;41;2696
24.06.2024 00:00:00;24.06.2024 01:00:00;0;0;1948;603;0;1;51;2603
24.06.2024 01:00:00;24.06.2024 02:00:00;0;0;1937;505;0;1;81;2524
24.06.2024 02:00:00;24.06.2024 03:00:00;0;0;1927;423;0;4;117;2471
24.06.2024 03:00:00;24.06.2024 04:00:00;0;0;1924;421;0;2;112;2459
24.06.2024 04:00:00;24.06.2024 05:00:00;0;0;1923;422;0;2;94;2441
24.06.2024 05:00:00;24.06.2024 06:00:00;0;0;1931;455;0;2;68;2456
24.06.2024 06:00:00;24.06.2024 07:00:00;0;0;1942;679;0;2;34;2657
24.06.2024 07:00:00;24.06.2024 08:00:00;0;0;1926;788;1;3;10;2728
24.06.2024 08:00:00;24.06.2024 09:00:00;0;0;1947;806;1;3;2;2759
24.06.2024 09:00:00;24.06.2024 10:00:00;0;0;1942;835;1;2;1;2781
24.06.2024 10:00:00;24.06.2024 11:00:00;0;0;1945;851;1;2;0;2799
24.06.2024 11:00:00;24.06.2024 12:00:00;0;0;1939;787;1;2;2;2731
24.06.2024 12:00:00;24.06.2024 13:00:00;0;0;1925;756;1;3;9;2694
24.06.2024 13:00:00;24.06.2024 14:00:00;0;0;1925;792;1;3;13;2734
24.06.2024 14:00:00;24.06.2024 15:00:00;0;0;1918;792;1;3;18;2732
24.06.2024 15:00:00;24.06.2024 16:00:00;0;0;1913;802;1;2;31;2749
24.06.2024 16:00:00;24.06.2024 17:00:00;0;0;1910;771;1;1;29;2712
24.06.2024 17:00:00;24.06.2024 18:00:00;0;0;1917;725;1;1;32;2676
24.06.2024 18:00:00;24.06.2024 19:00:00;0;0;1917;731;1;1;35;2685
24.06.2024 19:00:00;24.06.2024 20:00:00;0;0;1931;757;1;1;39;2729
24.06.2024 20:00:00;24.06.2024 21:00:00;0;0;1934;754;0;1;45;2734
24.06.2024 21:00:00;24.06.2024 22:00:00;0;0;1937;752;0;3;64;2756
24.06.2024 22:00:00;24.06.2024 23:00:00;0;0;1933;738;0;3;106;2780
24.06.2024 23:00:00;25.06.2024 00:00:00;0;0;1925;733;0;2;139;2799
25.06.2024 00:00:00;25.06.2024 01:00:00;0;0;1898;777;0;6;135;2816
25.06.2024 01:00:00;25.06.2024 02:00:00;0;0;1892;750;0;8;107;2757
25.06.2024 02:00:00;25.06.2024 03:00:00;0;0;1922;758;0;6;76;2762
25.06.2024 03:00:00;25.06.2024 04:00:00;0;0;1910;743;0;3;68;2724
25.06.2024 04:00:00;25.06.2024 05:00:00;0;0;1919;735;0;6;59;2719
25.06.2024 05:00:00;25.06.2024 06:00:00;0;0;1922;715;0;7;38;2682
25.06.2024 06:00:00;25.06.2024 07:00:00;0;0;1893;765;0;5;30;2693
25.06.2024 07:00:00;25.06.2024 08:00:00;0;0;1893;702;1;2;22;2620
25.06.2024 08:00:00;25.06.2024 09:00:00;0;0;1888;561;1;2;18;2470
25.06.2024 09:00:00;25.06.2024 10:00:00;0;0;1880;575;1;1;18;2475
25.06.2024 10:00:00;25.06.2024 11:00:00;0;0;1890;599;2;2;29;2522
25.06.2024 11:00:00;25.06.2024 12:00:00;0;0;1882;627;2;2;39;2552
25.06.2024 12:00:00;25.06.2024 13:00:00;0;0;1879;480;2;1;48;2410
25.06.2024 13:00:00;25.06.2024 14:00:00;0;0;1871;324;2;1;52;2250
25.06.2024 14:00:00;25.06.2024 15:00:00;0;0;1802;280;2;2;65;2151
25.06.2024 15:00:00;25.06.2024 16:00:00;0;0;1814;308;1;1;84;2208
25.06.2024 16:00:00;25.06.2024 17:00:00;0;0;1874;516;1;1;89;2481
25.06.2024 17:00:00;25.06.2024 18:00:00;0;0;1865;691;1;3;91;2651
25.06.2024 18:00:00;25.06.2024 19:00:00;0;0;1869;699;1;4;104;2677
25.06.2024 19:00:00;25.06.2024 20:00:00;0;0;1882;672;1;4;88;2647
25.06.2024 20:00:00;25.06.2024 21:00:00;0;0;1877;692;0;5;75;2649
25.06.2024 21:00:00;25.06.2024 22:00:00;0;0;1886;695;0;10;91;2682
25.06.2024 22:00:00;25.06.2024 23:00:00;0;0;1882;688;0;11;96;2677
25.06.2024 23:00:00;26.06.2024 00:00:00;0;0;1887;705;0;10;59;2661
26.06.2024 00:00:00;26.06.2024 01:00:00;0;0;1849;668;0;15;43;2575
26.06.2024 01:00:00;26.06.2024 02:00:00;0;0;1832;684;0;16;41;2573
26.06.2024 02:00:00;26.06.2024 03:00:00;0;0;1869;659;0;14;35;2577
26.06.2024 03:00:00;26.06.2024 04:00:00;0;0;1850;631;0;11;43;2535
26.06.2024 04:00:00;26.06.2024 05:00:00;0;0;1848;606;0;13;48;2515
26.06.2024 05:00:00;26.06.2024 06:00:00;0;0;1853;649;0;15;38;2555
26.06.2024 06:00:00;26.06.2024 07:00:00;0;0;1831;601;0;14;27;2473
26.06.2024 07:00:00;26.06.2024 08:00:00;0;0;1835;560;0;10;10;2415
26.06.2024 08:00:00;26.06.2024 09:00:00;0;0;1849;648;0;9;9;2515
26.06.2024 09:00:00;26.06.2024 10:00:00;0;0;1670;803;1;9;15;2498
26.06.2024 10:00:00;26.06.2024 11:00:00;0;0;1768;767;1;9;8;2553
26.06.2024 11:00:00;26.06.2024 12:00:00;0;0;1804;612;1;9;7;2433
26.06.2024 12:00:00;26.06.2024 13:00:00;0;0;1772;593;2;8;8;2383
26.06.2024 13:00:00;26.06.2024 14:00:00;0;0;1816;434;4;7;9;2270
26.06.2024 14:00:00;26.06.2024 15:00:00;0;0;1822;527;2;8;9;2368
26.06.2024 15:00:00;26.06.2024 16:00:00;0;0;1834;793;1;8;10;2646
26.06.2024 16:00:00;26.06.2024 17:00:00;0;0;1836;766;1;7;10;2620
26.06.2024 17:00:00;26.06.2024 18:00:00;0;0;1839;632;1;11;11;2494
26.06.2024 18:00:00;26.06.2024 19:00:00;0;0;1839;685;1;11;14;2550
26.06.2024 19:00:00;26.06.2024 20:00:00;0;0;1851;704;0;11;10;2576
26.06.2024 20:00:00;26.06.2024 21:00:00;0;0;1852;691;0;11;5;2559
26.06.2024 21:00:00;26.06.2024 22:00:00;0;0;1853;720;0;12;6;2591
26.06.2024 22:00:00;26.06.2024 23:00:00;0;0;1852;647;0;12;12;2523
26.06.2024 23:00:00;27.06.2024 00:00:00;0;0;1855;658;0;11;17;2541
27.06.2024 00:00:00;27.06.2024 01:00:00;0;0;1808;780;0;16;17;2621
27.06.2024 01:00:00;27.06.2024 02:00:00;0;0;1805;758;0;17;22;2602
27.06.2024 02:00:00;27.06.2024 03:00:00;0;0;1822;740;0;14;39;2615
27.06.2024 03:00:00;27.06.2024 04:00:00;0;0;1827;745;0;11;36;2619
27.06.2024 04:00:00;27.06.2024 05:00:00;0;0;1826;690;0;13;15;2544
27.06.2024 05:00:00;27.06.2024 06:00:00;0;0;1830;700;0;15;23;2568
27.06.2024 06:00:00;27.06.2024 07:00:00;0;0;1814;806;0;14;34;2668
27.06.2024 07:00:00;27.06.2024 08:00:00;0;0;1807;713;0;10;26;2556
27.06.2024 08:00:00;27.06.2024 09:00:00;0;0;1813;749;1;9;15;2587
27.06.2024 09:00:00;27.06.2024 10:00:00;0;0;1808;662;0;9;20;2499
27.06.2024 10:00:00;27.06.2024 11:00:00;0;0;1809;842;1;9;29;2690
27.06.2024 11:00:00;27.06.2024 12:00:00;0;0;1818;879;1;9;36;2743
27.06.2024 12:00:00;27.06.2024 13:00:00;0;0;1814;838;1;7;50;2710
27.06.2024 13:00:00;27.06.2024 14:00:00;0;0;1801;682;1;7;56;2547
